lat,lon,type
-27.510241,153.03872,0
-27.510768,153.038461,0
-27.510931,153.038407,0
-27.51129,153.038326,0
-27.511592,153.038248,0
-27.511634,153.038233,0
-27.513186,153.03795,0
-27.513309,153.037972,0
-27.513308,153.037998,0
-27.513313,153.03802,0
-27.513321,153.03804,0
-27.513332,153.038058,0
-27.513347,153.038073,0
-27.513364,153.038084,0
-27.513382,153.038091,0
-27.513402,153.038093,0
-27.513422,153.038091,0
-27.513443,153.038082,0
-27.513521,153.038255,0
-27.513553,153.038483,0
-27.513639,153.038924,0
-27.51413,153.03891,0
-27.51482,153.038972,3000
-27.514819,153.038902,0
-27.515081,153.038899,0
-27.515817,153.038648,0
-27.515968,153.039555,0
-27.516132,153.040459,0
-27.516446,153.041315,0
-27.516667,153.041881,0
-27.517182,153.042616,0
-27.517448,153.043572,0
-27.517635,153.044261,0
-27.517714,153.044558,0
-27.517708,153.044799,2994
-27.51777,153.044781,0
-27.517905,153.045325,0
-27.517969,153.045553,0
-27.518225,153.046529,0
-27.518385,153.047151,0
-27.518473,153.047306,0
-27.518544,153.047365,0
-27.518748,153.047455,0
-27.519044,153.047398,0
-27.521107,153.047008,0
-27.522838,153.046749,2987
-27.522828,153.046679,0
-27.522988,153.046649,0
-27.524229,153.046398,0
-27.525998,153.046065,0
-27.526632,153.046019,2979
-27.526621,153.045949,0
-27.527459,153.045792,0
-27.528116,153.04567,0
-27.528957,153.045513,0
-27.529854,153.045348,0
-27.530767,153.045174,0
-27.531235,153.045158,2309
-27.531226,153.045087,0
-27.531663,153.045005,0
-27.532495,153.044927,0
-27.533721,153.044616,0
-27.534344,153.044497,0
-27.535865,153.044234,0
-27.53656,153.043365,0
-27.536712,153.042615,0
-27.536709,153.042575,0
-27.536598,153.040838,0
-27.536805,153.040359,0
-27.537206,153.039964,0
-27.538293,153.03937,0
-27.539073,153.039156,0
-27.541117,153.039714,0
-27.541576,153.039774,0
-27.542628,153.039686,0
-27.544012,153.039405,0
-27.5444,153.039408,2318
-27.54439,153.039337,0
-27.545393,153.03916,0
-27.546308,153.038891,0
-27.546661,153.03915,0
-27.548341,153.040214,0
-27.549088,153.040768,4930
-27.54912,153.040708,0
-27.550526,153.041597,0
-27.551004,153.041812,0
-27.551376,153.041779,0
-27.553138,153.041416,0
-27.553902,153.041289,0
-27.554182,153.041221,0
-27.555194,153.041099,4945
-27.555184,153.041029,0
-27.555909,153.04089,0
-27.557257,153.04064,0
-27.557884,153.040537,0
-27.558825,153.040348,0
-27.558939,153.040332,0
-27.559649,153.040215,0
-27.560397,153.040141,4955
-27.560386,153.040071,0
-27.560544,153.040041,0
-27.560832,153.039958,0
-27.561437,153.039868,0
-27.562328,153.039699,0
-27.562434,153.039675,0
-27.563231,153.039526,0
-27.563555,153.041739,0
-27.563631,153.042143,0
-27.563773,153.043358,5580
-27.563826,153.043348,0
-27.563922,153.043942,0
-27.564226,153.04589,0
-27.56433,153.04656,0
-27.564651,153.048607,0
-27.564772,153.049573,0
-27.564619,153.049611,0
-27.564357,153.049586,5577
-27.564368,153.049656,0
-27.563821,153.049755,0
-27.562926,153.049921,0
-27.56203,153.050089,0
-27.561093,153.050262,0
-27.560675,153.05033,0
-27.560289,153.050403,0
-27.559921,153.050402,10314
-27.559932,153.050472,0
-27.559932,153.050472,0
-27.558757,153.050693,0
-27.558658,153.050713,0
-27.558506,153.050773,0
-27.558394,153.051022,0
-27.558365,153.051138,0
-27.557912,153.051827,0
-27.557655,153.052326,0
-27.557387,153.052606,0
-27.55701,153.052761,0
-27.556797,153.052778,0
-27.556618,153.05274,0
-27.55635,153.052652,0
-27.55607,153.05243,0
-27.555794,153.052045,0
-27.555518,153.051544,0
-27.555224,153.051131,0
-27.554735,153.05068,0
-27.55431,153.050407,0
-27.553355,153.049804,0
-27.553064,153.049737,0
-27.552793,153.049768,0
-27.552541,153.049929,0
-27.552523,153.049913,0
-27.552498,153.049899,0
-27.552469,153.049893,0
-27.552455,153.049893,0
-27.552428,153.049899,0
-27.552405,153.049911,0
-27.552395,153.049918,0
-27.552386,153.049927,0
-27.552376,153.049938,0
-27.552361,153.049966,0
-27.552355,153.049986,0
-27.552351,153.050004,0
-27.552351,153.050039,0
-27.552354,153.050054,0
-27.552365,153.050084,0
-27.552374,153.050099,0
-27.552393,153.050121,0
-27.552414,153.050136,0
-27.552438,153.050146,0
-27.552466,153.050148,0
-27.552492,153.050144,0
-27.55252,153.050131,0
-27.552541,153.050112,0
-27.552552,153.050099,0
-27.552844,153.050491,0
-27.553158,153.050879,0
-27.553876,153.051702,0
-27.554152,153.052244,0
-27.554347,153.052816,0
-27.554471,153.053391,0
-27.554518,153.053987,0
-27.554494,153.054372,0
-27.554439,153.054728,0
-27.554361,153.055019,0
-27.554298,153.055219,0
-27.554191,153.055463,0
-27.554182,153.055454,0
-27.554155,153.055439,0
-27.554124,153.055436,0
-27.55411,153.055438,0
-27.554096,153.055444,0
-27.554082,153.055452,0
-27.554023,153.054954,0
-27.553905,153.054552,0
-27.553954,153.054364,0
-27.554076,153.054122,0
-27.554102,153.053946,0
-27.554015,153.053645,0
-27.554038,153.053576,10440
-27.553995,153.053601,0
-27.553946,153.053489,0
-27.553884,153.053455,0
-27.553772,153.053475,0
-27.553702,153.053535,0
-27.553667,153.053614,0
-27.553662,153.05372,0
-27.553668,153.053811,0
-27.553905,153.054552,0
-27.554023,153.054954,0
-27.554082,153.055452,0
-27.554061,153.055473,0
-27.554046,153.055502,0
-27.554042,153.055519,0
-27.554042,153.055557,0
-27.554047,153.055574,0
-27.55406,153.055599,0
-27.554067,153.055609,0
-27.554076,153.055619,0
-27.554097,153.055632,0
-27.554035,153.055737,0
-27.553836,153.056108,0
-27.553518,153.05649,0
-27.553147,153.056779,0
-27.552849,153.056985,0
-27.55268,153.056997,0
-27.552232,153.057221,0
-27.551977,153.057322,0
-27.551682,153.057433,0
-27.550761,153.057709,0
-27.550756,153.057681,0
-27.550751,153.057666,0
-27.550737,153.057644,0
-27.550729,153.057635,0
-27.55071,153.057621,0
-27.550688,153.057612,0
-27.550658,153.057612,0
-27.55063,153.057622,0
-27.550618,153.057631,0
-27.550608,153.057642,0
-27.550598,153.057655,0
-27.55059,153.057673,0
-27.550585,153.05769,0
-27.550583,153.057708,0
-27.550584,153.057728,0
-27.550594,153.057762,0
-27.550602,153.057776,0
-27.550614,153.057789,0
-27.550626,153.057801,0
-27.550638,153.057806,0
-27.550565,153.057976,0
-27.550485,153.058259,0
-27.550444,153.058668,0
-27.550419,153.059367,0
-27.550405,153.060443,0
-27.550647,153.061903,0
-27.550889,153.062974,0
-27.550872,153.06298,0
-27.550852,153.062993,0
-27.550836,153.06301,0
-27.550822,153.063031,0
-27.550813,153.063054,0
-27.550808,153.063079,0
-27.550809,153.063109,0
-27.550813,153.063131,0
-27.550822,153.063153,0
-27.550836,153.063174,0
-27.550852,153.063191,0
-27.550872,153.063204,0
-27.550893,153.063211,0
-27.550916,153.063214,0
-27.550933,153.063212,0
-27.550981,153.063538,0
-27.550981,153.063786,0
-27.550924,153.064148,0
-27.550839,153.064395,0
-27.550711,153.064709,0
-27.550656,153.064691,6545
-27.550707,153.064718,0
-27.550591,153.064992,0
-27.55027,153.065918,0
-27.550065,153.066424,0
-27.549981,153.066645,0
-27.549942,153.066886,0
-27.549933,153.067076,0
-27.550022,153.067494,0
-27.550112,153.067769,0
-27.550245,153.068015,0
-27.550459,153.068236,0
-27.550681,153.068388,0
-27.550862,153.068505,0
-27.551048,153.068669,0
-27.551125,153.068743,0
-27.551266,153.068881,0
-27.551354,153.068993,0
-27.551377,153.06908,0
-27.551562,153.070355,0
-27.551778,153.071768,0
-27.551795,153.07231,6543
-27.551857,153.072297,0
-27.551956,153.072962,0
-27.552536,153.077346,10950
-27.552598,153.077335,0
-27.552653,153.077707,0
-27.552951,153.079737,0
-27.552971,153.079884,0
-27.553846,153.079945,0
-27.554716,153.08003,0
-27.555529,153.080095,0
-27.556364,153.080161,0
-27.556898,153.080282,6462
-27.556903,153.080202,0
-27.557496,153.080246,0
-27.557847,153.080296,0
-27.559598,153.081023,0
-27.55986,153.081183,0
-27.559938,153.081255,0
-27.559992,153.081135,0
-27.56011,153.0808,0
-27.560338,153.080038,0
-27.560484,153.079478,0
-27.560573,153.079191,0
-27.560865,153.079288,0
-27.561058,153.079282,0
-27.56177,153.079188,0
-27.562586,153.079006,0
-27.562742,153.079088,0
-27.563264,153.079846,0
-27.563261,153.079924,0
-27.563237,153.079995,0
-27.563226,153.080107,0
-27.563221,153.080266,0
-27.563218,153.08035,0
-27.563227,153.080437,0
-27.563238,153.080476,0
-27.563269,153.080527,0
-27.563569,153.08095,6512
